Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
492,Marko Simonovic,C,22,CHI,9,0,3.9,0.4,1.7,.267,0.1,0.6,.200,0.3,1.1,.300,.300,0.9,1.2,.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9
493,Anfernee Simons,SG,22,POR,40,13,27.5,5.5,12.3,.443,2.7,6.7,.401,2.8,5.6,.493,.552,1.6,1.7,.913,0.5,2.1,2.6,3.4,0.5,0.2,1.6,1.9,15.2
494,Jericho Sims,PF,23,NYK,14,0,6.4,0.4,0.6,.750,0.0,0.0,0,0.4,0.6,.750,.750,0.2,0.3,.750,0.6,1.0,1.6,0.1,0.1,0.4,0.1,0.4,1.1
495,Deividas Sirvydis,SG,21,DET,3,0,9.0,0.3,3.3,.100,0.3,2.3,.143,0.0,1.0,.000,.150,0.0,0.0,0,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0
496,Javonte Smart,PG,22,MIL,13,1,12.3,0.8,3.3,.256,0.3,1.4,.222,0.5,1.9,.280,.302,0.4,0.5,.833,0.3,1.2,1.5,1.1,0.3,0.2,0.7,0.8,2.4
497,Marcus Smart,PG,27,BOS,39,39,34.0,4.0,10.2,.394,1.5,4.8,.305,2.6,5.4,.474,.466,2.1,2.6,.792,0.6,3.4,4.0,5.3,2.0,0.3,2.1,2.5,11.6
498,Dennis Smith Jr.,PG,24,POR,28,4,17.3,2.3,5.5,.416,0.2,1.0,.222,2.1,4.5,.457,.435,1.1,1.7,.681,0.5,1.8,2.2,3.4,1.2,0.4,1.4,1.4,5.9
499,Ish Smith,PG,33,CHO,30,1,14.1,1.9,5.1,.382,0.3,0.7,.400,1.7,4.4,.379,.408,0.4,0.6,.632,0.2,1.3,1.6,2.7,0.6,0.2,1.1,1.0,4.5
500,Jalen Smith,PF,21,PHO,22,4,13.9,2.4,5.1,.460,0.3,1.4,.233,2.0,3.8,.542,.491,1.5,1.9,.829,2.2,3.3,5.5,0.2,0.2,0.6,0.8,1.7,6.6
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
501,Xavier Sneed,SF,24,MEM,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,0.0,0.0,0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
502,Tony Snell,SG,30,POR,32,7,13.2,0.8,2.3,.356,0.6,1.8,.321,0.3,0.5,.471,.479,0.1,0.1,1.000,0.3,1.4,1.7,0.5,0.2,0.1,0.3,1.1,2.3
503,Jaden Springer,SG,19,PHI,2,0,3.0,0.5,0.5,1.000,0.0,0.0,0,0.5,0.5,1.000,1.000,0.0,0.0,0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0
504,Cassius Stanley,SG,22,DET,8,1,19.0,2.3,5.6,.400,0.5,2.1,.235,1.8,3.5,.500,.444,1.3,1.3,1.000,0.6,1.8,2.4,0.5,0.6,0.3,0.8,2.1,6.3
505,Nik Stauskas,SG,28,MIA,2,0,12.0,1.5,4.0,.375,1.0,2.0,.500,0.5,2.0,.250,.500,1.5,2.0,.750,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,5.5
506,Lance Stephenson,SG-SF,31,TOT,18,0,16.5,2.7,6.1,.445,0.6,2.2,.282,2.1,3.9,.535,.495,0.8,1.1,.737,0.3,2.3,2.6,3.1,0.4,0.1,1.5,1.9,6.8
506,Lance Stephenson,SF,31,ATL,6,0,11.7,0.8,2.2,.385,0.0,0.5,.000,0.8,1.7,.500,.385,0.2,0.3,.500,0.2,2.3,2.5,1.8,0.0,0.0,0.7,1.3,1.8
506,Lance Stephenson,SG,31,IND,12,0,18.9,3.7,8.1,.454,0.9,3.0,.306,2.8,5.1,.541,.510,1.1,1.4,.765,0.3,2.3,2.7,3.8,0.7,0.1,1.9,2.3,9.3
507,Lamar Stevens,PF,24,CLE,32,8,15.2,2.2,4.7,.477,0.4,1.3,.325,1.8,3.4,.532,.520,0.5,0.8,.640,0.8,1.6,2.3,0.7,0.4,0.2,0.6,1.5,5.3
508,Isaiah Stewart,C,20,DET,38,38,25.2,3.4,6.4,.535,0.1,0.6,.143,3.4,5.9,.571,.541,1.0,1.5,.672,2.6,5.3,7.9,1.1,0.3,1.2,1.3,2.9,8.0
509,Max Strus,SF,25,MIA,36,8,23.9,4.0,8.9,.453,2.7,6.5,.409,1.4,2.4,.576,.603,0.9,1.1,.775,0.4,3.0,3.4,1.3,0.3,0.2,0.7,1.6,11.6
510,Jalen Suggs,PG,20,ORL,27,24,27.8,4.4,12.1,.365,1.1,4.3,.248,3.3,7.7,.431,.410,3.0,3.9,.762,0.7,3.1,3.9,4.0,1.2,0.4,3.3,2.9,12.9
511,Craig Sword,SG,28,WAS,3,0,6.3,1.0,1.3,.750,0.0,0.3,.000,1.0,1.0,1.000,.750,0.0,0.0,0,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0
512,Keifer Sykes,PG,28,IND,12,8,22.5,2.9,7.3,.398,1.1,3.4,.317,1.8,3.9,.468,.472,0.7,0.8,.889,0.4,1.8,2.2,2.6,0.5,0.1,1.6,2.1,7.6
513,Jae'Sean Tate,SF,26,HOU,45,44,27.2,5.0,9.8,.503,0.8,2.6,.303,4.2,7.2,.577,.544,1.8,2.6,.701,1.7,4.0,5.7,3.1,0.9,0.6,1.8,3.6,12.5
514,Jayson Tatum,SF,23,BOS,44,44,36.7,8.9,21.1,.422,2.7,8.3,.324,6.2,12.8,.486,.486,5.3,6.3,.845,1.2,7.4,8.6,3.9,0.9,0.8,3.0,2.5,25.8
515,Terry Taylor,SG,22,IND,2,0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
516,Garrett Temple,SG,35,NOP,44,13,19.6,2.1,5.4,.394,1.2,3.4,.345,1.0,2.0,.477,.502,0.5,0.7,.750,0.6,2.1,2.7,1.2,0.8,0.4,0.8,1.6,5.9
517,Emanuel Terry,PF,25,PHO,3,0,6.0,0.0,1.7,.000,0.0,0.0,0,0.0,1.7,.000,.000,0.0,0.0,0,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0
518,Tyrell Terry,PG,21,MEM,2,0,1.5,0.5,0.5,1.000,0.0,0.0,0,0.5,0.5,1.000,1.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
519,Jon Teske,C,24,MEM,3,0,2.7,0.0,0.3,.000,0.0,0.0,0,0.0,0.3,.000,.000,0.0,0.7,.000,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0
520,Daniel Theis,C,29,HOU,26,21,22.5,3.2,6.9,.469,0.9,3.0,.291,2.3,3.8,.610,.534,1.0,1.5,.675,1.2,3.8,5.0,0.8,0.4,0.7,1.2,2.4,8.4
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
521,Brodric Thomas,SG,25,BOS,7,0,4.0,0.1,1.3,.111,0.0,0.9,.000,0.1,0.4,.333,.111,0.3,0.3,1.000,0.3,0.4,0.7,0.7,0.0,0.0,0.4,0.1,0.6
522,Cam Thomas,SG,20,BRK,35,1,17.3,3.0,6.9,.436,0.6,2.6,.239,2.4,4.3,.556,.481,0.8,1.0,.800,0.2,2.2,2.4,1.0,0.5,0.1,0.7,0.8,7.5
523,Isaiah Thomas,PG,32,TOT,5,1,22.8,3.0,9.4,.319,1.0,5.0,.200,2.0,4.4,.455,.372,1.6,2.2,.727,0.2,1.4,1.6,2.0,0.0,0.4,1.0,2.4,8.6
523,Isaiah Thomas,PG,32,LAL,4,1,25.3,3.0,9.8,.308,1.3,5.5,.227,1.8,4.3,.412,.372,2.0,2.8,.727,0.3,1.8,2.0,1.5,0.0,0.5,1.3,3.0,9.3
523,Isaiah Thomas,PG,32,DAL,1,0,13.0,3.0,8.0,.375,0.0,3.0,.000,3.0,5.0,.600,.375,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0
524,Matt Thomas,SG,27,CHI,23,0,12.3,1.6,3.7,.430,1.1,2.5,.439,0.5,1.3,.414,.576,0.4,0.6,.692,0.1,1.1,1.2,0.6,0.3,0.0,0.3,0.5,4.7
525,Klay Thompson,SG,31,GSW,6,6,21.3,5.3,14.3,.372,2.2,7.2,.302,3.2,7.2,.442,.448,1.8,1.8,1.000,0.5,2.3,2.8,2.0,0.7,0.3,1.8,1.3,14.7
526,Tristan Thompson,PF,30,SAC,30,3,15.2,2.5,5.0,.503,0.0,0.0,1.000,2.5,5.0,.500,.507,1.1,2.0,.533,2.4,3.0,5.4,0.6,0.4,0.4,1.0,1.7,6.2
527,JT Thor,PF,19,CHO,12,0,9.7,0.8,2.3,.321,0.3,1.4,.176,0.5,0.9,.545,.375,0.6,0.8,.700,0.5,0.9,1.4,0.6,0.3,0.5,0.3,1.2,2.3
528,Matisse Thybulle,SG,24,PHI,32,17,25.8,2.4,4.9,.487,0.7,2.5,.288,1.7,2.4,.697,.561,0.3,0.4,.692,0.5,1.9,2.4,1.1,1.8,1.1,0.7,2.3,5.8
529,Killian Tillie,C,23,MEM,28,3,13.4,1.3,3.8,.352,0.8,2.4,.328,0.5,1.4,.395,.457,0.2,0.3,.625,0.7,1.1,1.8,0.6,0.8,0.5,0.3,1.6,3.6
530,Xavier Tillman Sr.,PF,23,MEM,37,0,13.6,1.8,4.1,.444,0.2,0.9,.176,1.6,3.2,.521,.464,0.8,1.3,.646,1.2,1.8,3.1,1.1,1.1,0.4,0.7,1.3,4.6
531,Isaiah Todd,PF,20,WAS,9,0,3.9,0.6,1.7,.333,0.4,1.1,.400,0.1,0.6,.200,.467,0.2,0.4,.500,0.2,0.8,1.0,0.1,0.2,0.2,0.1,0.1,1.8
532,Obi Toppin,PF,23,NYK,43,2,15.7,2.9,5.5,.525,0.4,1.6,.229,2.5,3.9,.651,.559,1.3,1.7,.770,1.0,2.7,3.6,1.0,0.3,0.5,0.8,1.4,7.5
533,Juan Toscano-Anderson,SF,28,GSW,45,4,15.5,1.8,3.7,.491,0.4,1.4,.279,1.4,2.3,.615,.542,0.6,1.1,.592,0.5,2.4,2.9,1.9,0.8,0.3,1.1,1.6,4.6
534,Karl-Anthony Towns,C,26,MIN,39,39,34.5,8.6,16.8,.515,2.2,5.5,.404,6.4,11.3,.569,.581,4.8,5.9,.806,2.8,6.4,9.2,3.7,1.1,1.2,3.4,3.7,24.3
535,Gary Trent Jr.,SG,23,TOR,35,34,33.7,6.0,14.4,.415,2.7,7.4,.369,3.2,7.0,.463,.510,1.5,1.8,.825,0.4,2.3,2.7,2.0,1.9,0.4,1.0,2.2,16.2
536,P.J. Tucker,PF,36,MIA,41,40,28.3,3.0,6.1,.492,1.4,3.0,.459,1.7,3.2,.523,.603,0.7,1.0,.692,1.6,4.0,5.6,2.2,0.8,0.3,1.0,2.2,8.1
537,Rayjon Tucker,SG,24,DEN,3,0,9.7,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,0,.750,1.0,1.3,.750,0.3,1.0,1.3,1.3,0.3,0.0,0.0,1.0,2.0
538,Myles Turner,C,25,IND,42,42,29.4,4.8,9.4,.509,1.5,4.4,.333,3.3,5.0,.662,.587,1.9,2.5,.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9
539,Jonas Valančiūnas,C,29,NOP,43,43,31.6,7.0,13.4,.526,1.0,2.4,.417,6.0,11.0,.550,.563,3.3,4.0,.819,3.4,8.6,12.0,2.5,0.5,0.9,2.4,3.2,18.3
540,Denzel Valentine,SG,28,TOT,24,0,9.3,1.0,2.8,.379,0.8,2.0,.404,0.3,0.8,.316,.523,0.0,0.0,0,0.4,1.4,1.8,0.5,0.3,0.0,0.5,0.8,2.9
540,Denzel Valentine,SG,28,CLE,22,0,9.3,1.0,2.8,.371,0.8,2.0,.409,0.2,0.8,.278,.516,0.0,0.0,0,0.4,1.3,1.7,0.5,0.3,0.0,0.5,0.8,2.9
540,Denzel Valentine,SG,28,UTA,2,0,9.0,1.0,2.0,.500,0.5,1.5,.333,0.5,0.5,1.000,.625,0.0,0.0,0,0.0,2.0,2.0,0.0,0.5,0.0,1.0,1.5,2.5
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
541,Jarred Vanderbilt,PF,22,MIN,41,34,25.8,2.9,4.9,.587,0.0,0.2,.200,2.8,4.7,.607,.592,1.0,1.5,.651,3.2,5.9,9.1,1.3,1.6,0.7,1.0,2.8,6.8
542,Fred VanVleet,PG,27,TOR,41,41,38.2,7.4,17.5,.421,3.9,9.9,.393,3.5,7.6,.458,.533,3.1,3.6,.870,0.8,3.9,4.7,7.0,1.7,0.5,2.6,2.5,21.7
543,Devin Vassell,SF,21,SAS,39,6,25.0,4.4,9.9,.443,1.7,5.0,.351,2.6,4.9,.536,.531,0.8,1.1,.756,0.6,3.6,4.2,1.3,1.0,0.7,0.8,2.2,11.3
544,Gabe Vincent,PG,25,MIA,38,14,22.6,3.2,7.5,.433,1.7,4.5,.380,1.5,3.0,.513,.548,0.8,1.0,.789,0.4,1.5,1.9,3.1,0.9,0.3,1.6,2.3,9.0
545,Nikola Vučević,C,31,CHI,39,39,33.2,6.9,15.8,.434,1.7,5.1,.332,5.2,10.7,.483,.488,1.1,1.5,.741,2.0,9.3,11.3,3.5,1.0,1.2,1.7,2.3,16.5
546,Dean Wade,PF,25,CLE,33,17,18.9,1.8,4.2,.431,0.9,2.7,.341,0.9,1.5,.592,.540,0.4,0.6,.600,0.7,2.5,3.2,1.1,0.5,0.1,0.4,1.5,4.8
547,Franz Wagner,SF,20,ORL,48,48,32.4,5.8,12.9,.453,1.2,3.5,.335,4.7,9.4,.497,.498,2.5,3.0,.847,1.2,3.6,4.8,2.9,1.0,0.5,1.6,2.2,15.4
548,Moritz Wagner,C,24,ORL,38,0,12.4,2.7,5.3,.498,1.0,2.8,.352,1.7,2.5,.663,.591,1.4,1.7,.800,0.4,1.9,2.4,1.0,0.3,0.3,0.7,1.9,7.7
549,Ish Wainright,PF,27,PHO,20,0,6.7,0.7,2.0,.333,0.3,1.1,.227,0.4,0.9,.471,.397,0.1,0.2,.500,0.7,0.6,1.3,0.4,0.4,0.1,0.4,1.2,1.7
550,Kemba Walker,PG,31,NYK,27,27,26.9,4.6,11.1,.415,2.3,5.9,.392,2.3,5.2,.440,.518,1.8,2.2,.814,0.4,2.9,3.3,3.5,0.8,0.2,1.4,1.2,13.3
551,Lonnie Walker IV,SG,23,SAS,43,6,22.8,4.1,10.5,.389,1.5,4.9,.299,2.6,5.6,.469,.459,1.5,1.9,.825,0.2,2.5,2.7,2.3,0.6,0.3,1.0,1.4,11.2
552,M.J. Walker,SG,23,PHO,2,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0
553,Derrick Walton,PG,26,DET,3,3,36.0,2.0,8.7,.231,1.0,4.3,.231,1.0,4.3,.231,.288,1.3,1.3,1.000,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
554,Brad Wanamaker,PG,32,TOT,23,2,13.9,1.2,3.3,.364,0.2,0.7,.235,1.0,2.6,.400,.390,1.0,1.1,.920,0.3,1.4,1.7,2.4,0.3,0.3,1.0,2.0,3.6
554,Brad Wanamaker,PG,32,IND,22,1,13.3,1.2,3.3,.361,0.2,0.8,.235,1.0,2.5,.400,.389,0.9,1.0,.909,0.3,1.3,1.6,2.2,0.2,0.3,1.0,1.9,3.5
554,Brad Wanamaker,PG,32,WAS,1,1,27.0,2.0,5.0,.400,0.0,0.0,0,2.0,5.0,.400,.400,3.0,3.0,1.000,0.0,4.0,4.0,7.0,2.0,0.0,0.0,3.0,7.0
555,Duane Washington Jr.,PG,21,IND,16,7,19.4,2.9,7.9,.365,1.5,4.2,.358,1.4,3.7,.373,.460,0.9,1.2,.737,0.1,1.4,1.4,1.8,0.4,0.1,1.1,0.9,8.1
556,P.J. Washington,PF,23,CHO,30,3,24.5,3.5,7.8,.446,1.8,4.5,.404,1.6,3.2,.505,.564,1.1,1.6,.723,1.4,4.1,5.5,2.2,0.7,1.1,1.4,2.5,9.9
557,Yuta Watanabe,SF,27,TOR,19,4,17.0,2.0,5.2,.384,1.0,2.9,.345,1.0,2.3,.432,.480,0.7,1.3,.583,0.7,2.7,3.4,0.8,0.4,0.5,0.7,1.4,5.7
558,Tremont Waters,PG,24,TOT,3,0,16.7,1.3,4.7,.286,0.7,3.0,.222,0.7,1.7,.400,.357,0.0,0.0,0,0.0,1.3,1.3,2.3,1.7,0.0,1.3,1.3,3.3
558,Tremont Waters,PG,24,TOR,2,0,21.0,1.5,6.0,.250,1.0,4.5,.222,0.5,1.5,.333,.333,0.0,0.0,0,0.0,2.0,2.0,3.5,2.0,0.0,2.0,1.0,4.0
558,Tremont Waters,PG,24,WAS,1,0,8.0,1.0,2.0,.500,0.0,0.0,0,1.0,2.0,.500,.500,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
559,Trendon Watford,SF,21,POR,20,0,9.6,1.3,2.7,.491,0.0,0.2,.000,1.3,2.5,.531,.491,0.8,1.2,.652,0.8,1.7,2.5,0.8,0.2,0.5,0.7,0.9,3.4
560,Paul Watson,SF,27,OKC,9,3,17.3,1.3,3.9,.343,0.7,2.9,.231,0.7,1.0,.667,.429,0.1,0.2,.500,0.3,2.7,3.0,0.9,0.3,0.3,0.4,1.1,3.4
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
561,Quinndary Weatherspoon,SG,25,GSW,3,0,5.3,1.3,1.3,1.000,0.0,0.0,0,1.3,1.3,1.000,1.000,0.0,0.0,0,0.0,0.3,0.3,0.0,0.3,0.3,0.3,1.7,2.7
562,Russell Westbrook,PG,33,LAL,47,47,34.9,7.0,16.1,.437,1.0,3.4,.296,6.0,12.7,.475,.468,3.5,5.2,.673,1.4,6.6,8.1,7.8,1.1,0.3,4.1,3.1,18.6
563,Coby White,PG,21,CHI,28,11,27.2,4.6,10.6,.436,1.9,5.5,.351,2.7,5.1,.528,.527,1.5,1.9,.811,0.3,2.6,2.9,2.6,0.6,0.3,1.3,2.3,12.7
564,Derrick White,SG,27,SAS,42,41,30.4,5.0,12.0,.417,1.6,5.3,.299,3.4,6.7,.511,.483,2.9,3.3,.857,0.6,3.0,3.6,5.6,1.1,0.9,1.7,2.3,14.4
565,Hassan Whiteside,C,32,UTA,37,4,16.8,3.3,5.3,.617,0.0,0.0,0,3.3,5.3,.617,.617,1.7,2.5,.677,2.3,4.6,6.9,0.4,0.3,1.3,0.9,2.8,8.2
566,Joe Wieskamp,SG,22,SAS,13,0,5.9,0.8,1.8,.478,0.5,1.3,.412,0.3,0.5,.667,.630,0.2,0.5,.429,0.2,0.4,0.5,0.3,0.2,0.2,0.0,0.4,2.5
567,Aaron Wiggins,SG,23,OKC,29,16,21.6,2.8,5.6,.491,0.8,2.5,.315,2.0,3.1,.633,.561,1.1,1.6,.689,0.8,2.5,3.3,1.0,0.8,0.2,0.9,1.9,7.4
568,Andrew Wiggins,SF,26,GSW,43,43,31.6,6.8,14.1,.482,2.2,5.3,.409,4.6,8.8,.526,.559,2.3,3.5,.669,1.1,3.1,4.2,2.0,0.9,0.6,1.6,1.9,18.2
569,Lindell Wigginton,PG,23,MIL,1,0,5.0,1.0,1.0,1.000,0.0,0.0,0,1.0,1.0,1.000,1.000,0.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
570,Brandon Williams,PG,22,POR,2,0,6.0,1.0,1.5,.667,0.0,0.0,0,1.0,1.5,.667,.667,2.0,3.5,.571,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
571,Grant Williams,PF,23,BOS,43,13,22.8,2.4,5.0,.484,1.5,3.4,.429,1.0,1.6,.603,.630,0.9,1.0,.889,0.7,2.6,3.3,1.0,0.5,0.7,0.8,2.1,7.2
572,Kenrich Williams,SF,27,OKC,39,0,20.8,2.8,6.2,.455,0.9,2.3,.382,1.9,3.9,.497,.525,0.6,1.1,.535,1.5,2.7,4.1,1.9,0.9,0.1,0.8,1.6,7.1
573,Lou Williams,PG,35,ATL,32,0,14.3,2.4,6.3,.383,0.7,2.1,.309,1.8,4.2,.421,.435,1.3,1.5,.872,0.3,1.3,1.6,1.7,0.5,0.1,0.8,1.0,6.8
574,Patrick Williams,PF,20,CHI,5,5,25.0,2.6,4.6,.565,0.6,1.2,.500,2.0,3.4,.588,.630,0.8,0.8,1.000,0.2,2.0,2.2,0.6,0.6,0.4,0.4,1.8,6.6
575,Robert Williams,C,24,BOS,37,37,29.5,4.3,5.9,.737,0.0,0.0,0,4.3,5.9,.737,.737,1.1,1.6,.689,3.9,5.4,9.2,1.9,0.8,2.1,1.3,2.2,9.8
576,Ziaire Williams,SF,20,MEM,30,9,20.3,2.5,6.4,.398,1.0,3.8,.263,1.5,2.6,.597,.476,0.5,0.6,.833,0.3,1.3,1.6,0.8,0.5,0.2,0.5,1.9,6.6
577,D.J. Wilson,PF,25,TOR,3,1,16.0,2.7,3.7,.727,0.0,0.7,.000,2.7,3.0,.889,.727,2.7,3.3,.800,0.3,4.3,4.7,1.3,1.7,0.3,0.7,1.7,8.0
578,Dylan Windler,SF,25,CLE,32,0,10.5,1.0,2.3,.446,0.7,1.7,.396,0.4,0.7,.571,.588,0.2,0.3,.778,0.4,1.5,1.9,0.8,0.3,0.1,0.4,1.1,2.9
579,Justise Winslow,SF,25,LAC,32,1,11.4,1.6,3.5,.451,0.2,0.8,.208,1.4,2.8,.517,.473,0.4,0.8,.520,0.6,2.5,3.1,1.2,0.5,0.4,0.9,1.1,3.8
580,Cassius Winston,PG,23,WAS,2,0,3.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,1.0,1.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
581,Christian Wood,C,26,HOU,44,43,30.8,6.4,13.4,.481,1.8,4.8,.365,4.7,8.6,.546,.547,2.9,4.6,.623,1.7,8.6,10.3,2.2,0.8,0.9,1.8,2.4,17.5
582,Robert Woodard II,SF,22,SAC,8,0,1.9,0.1,0.5,.250,0.1,0.1,1.000,0.0,0.4,.000,.375,0.3,0.3,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.3,0.6
583,Delon Wright,SG,29,ATL,41,4,17.9,1.6,3.5,.451,0.6,1.4,.431,1.0,2.0,.464,.539,0.7,0.9,.806,0.7,2.1,2.8,2.6,0.9,0.2,0.7,0.7,4.4
584,McKinley Wright IV,PG,23,MIN,3,0,3.0,0.7,1.0,.667,0.3,0.7,.500,0.3,0.3,1.000,.833,0.0,0.0,0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,1.7
585,Moses Wright,PF,23,LAC,1,0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
586,Thaddeus Young,PF,33,SAS,24,0,13.9,2.7,4.8,.560,0.0,0.1,.000,2.7,4.7,.575,.560,0.4,0.8,.450,1.4,2.0,3.4,2.3,0.8,0.3,1.1,1.4,5.8
587,Trae Young,PG,23,ATL,42,42,34.8,9.3,20.5,.455,2.9,7.7,.380,6.4,12.8,.500,.526,6.4,7.1,.900,0.6,3.3,4.0,9.3,1.0,0.1,4.1,1.6,28.0
588,Omer Yurtseven,C,23,MIA,36,10,15.1,2.7,5.2,.521,0.0,0.2,.143,2.7,5.0,.536,.524,0.9,1.4,.640,1.8,4.6,6.4,1.1,0.4,0.5,0.9,1.8,6.4
589,Cody Zeller,C,29,POR,27,0,13.1,1.9,3.3,.567,0.0,0.1,.000,1.9,3.2,.593,.567,1.4,1.8,.776,1.9,2.8,4.6,0.8,0.3,0.2,0.7,2.1,5.2
590,Ivica Zubac,C,24,LAC,44,44,24.7,3.8,5.7,.673,0.0,0.0,0,3.8,5.7,.673,.673,2.3,3.0,.744,2.8,5.4,8.2,1.2,0.5,1.1,1.3,2.5,9.9
